LabelId	LabelGSVPanoramaId	LabelTypeId	svImageX	svImageY	originalCanvasX	originalCanvasY	originalHeading	heading	originalPitch	pitch	labelLat	labelLng
6109	622VXMc3ycWH-VXPo93E6w	1	2926	-354	443	193	74	74	-13	-13	39.370739	-76.700105
6109	622VXMc3ycWH-VXPo93E6w	1	2795	-419	386	221	74	74	-13	-13	39.370739	-76.700105
6109	622VXMc3ycWH-VXPo93E6w	1	2590	-452	297	235	74	74	-13	-13	39.370739	-76.700105
6110	622VXMc3ycWH-VXPo93E6w	1	4686	-309	435	193	122	122	-11	-11	39.370739	-76.700105
6110	622VXMc3ycWH-VXPo93E6w	1	4573	-246	386	166	122	122	-11	-11	39.370739	-76.700105
6110	622VXMc3ycWH-VXPo93E6w	1	4438	-239	327	163	122	122	-11	-11	39.370739	-76.700105
6110	622VXMc3ycWH-VXPo93E6w	1	4302	-256	268	170	122	122	-11	-11	39.370739	-76.700105
6110	622VXMc3ycWH-VXPo93E6w	1	4281	-283	259	182	122	122	-11	-11	39.370739	-76.700105
6110	622VXMc3ycWH-VXPo93E6w	1	4373	-304	299	191	122	122	-11	-11	39.370739	-76.700105
6110	622VXMc3ycWH-VXPo93E6w	1	4562	-318	381	197	122	122	-11	-11	39.370739	-76.700105
6111	622VXMc3ycWH-VXPo93E6w	1	6280	-815	296	372	174	174	-14	-14	39.370739	-76.700105
6111	622VXMc3ycWH-VXPo93E6w	1	6296	-613	303	285	174	174	-14	-14	39.370739	-76.700105
6111	622VXMc3ycWH-VXPo93E6w	1	5788	-555	82	260	174	174	-14	-14	39.370739	-76.700105
6111	622VXMc3ycWH-VXPo93E6w	1	5783	-622	80	289	174	174	-14	-14	39.370739	-76.700105
6111	622VXMc3ycWH-VXPo93E6w	1	5852	-708	110	326	174	174	-14	-14	39.370739	-76.700105
6111	622VXMc3ycWH-VXPo93E6w	1	6006	-773	177	354	174	174	-14	-14	39.370739	-76.700105
6112	7HH4wFuJEl3VYvGNIyc0dA	1	11330	-544	145	251	320	320	-14	-14	52.116815	-106.641442
6112	7HH4wFuJEl3VYvGNIyc0dA	1	11425	-510	186	236	320	320	-14	-14	52.116815	-106.641442
6112	7HH4wFuJEl3VYvGNIyc0dA	1	11374	-468	164	218	320	320	-14	-14	52.116815	-106.641442
6113	7HH4wFuJEl3VYvGNIyc0dA	2	11333	-537	146	248	320	320	-14	-14	52.116815	-106.641442
6113	7HH4wFuJEl3VYvGNIyc0dA	2	11514	-486	225	226	320	320	-14	-14	52.116815	-106.641442
6113	7HH4wFuJEl3VYvGNIyc0dA	2	11383	-421	168	198	320	320	-14	-14	52.116815	-106.641442
6113	7HH4wFuJEl3VYvGNIyc0dA	2	11158	-451	70	211	320	320	-14	-14	52.116815	-106.641442
6113	7HH4wFuJEl3VYvGNIyc0dA	2	11254	-505	112	234	320	320	-14	-14	52.116815	-106.641442
6114	7HH4wFuJEl3VYvGNIyc0dA	2	12208	-597	222	263	339	339	-15	-15	52.116815	-106.641442
6114	7HH4wFuJEl3VYvGNIyc0dA	2	12403	-529	307	234	339	339	-15	-15	52.116815	-106.641442
6114	7HH4wFuJEl3VYvGNIyc0dA	2	12198	-462	218	205	339	339	-15	-15	52.116815	-106.641442
6114	7HH4wFuJEl3VYvGNIyc0dA	2	12051	-508	154	225	339	339	-15	-15	52.116815	-106.641442
6115	7HH4wFuJEl3VYvGNIyc0dA	2	936	-649	301	269	29	29	-16	-16	52.116815	-106.641442
6115	7HH4wFuJEl3VYvGNIyc0dA	2	949	-611	307	253	29	29	-16	-16	52.116815	-106.641442
6115	7HH4wFuJEl3VYvGNIyc0dA	2	1108	-565	376	233	29	29	-16	-16	52.116815	-106.641442
6115	7HH4wFuJEl3VYvGNIyc0dA	2	940	-505	303	207	29	29	-16	-16	52.116815	-106.641442
6115	7HH4wFuJEl3VYvGNIyc0dA	2	719	-558	207	230	29	29	-16	-16	52.116815	-106.641442
6115	7HH4wFuJEl3VYvGNIyc0dA	2	729	-598	211	247	29	29	-16	-16	52.116815	-106.641442
6115	7HH4wFuJEl3VYvGNIyc0dA	2	839	-639	259	265	29	29	-16	-16	52.116815	-106.641442
6116	7HH4wFuJEl3VYvGNIyc0dA	2	2061	-585	344	228	57	57	-17	-17	52.116815	-106.641442
6116	7HH4wFuJEl3VYvGNIyc0dA	2	2051	-547	340	212	57	57	-17	-17	52.116815	-106.641442
6116	7HH4wFuJEl3VYvGNIyc0dA	2	1865	-501	259	192	57	57	-17	-17	52.116815	-106.641442
6116	7HH4wFuJEl3VYvGNIyc0dA	2	1704	-547	189	212	57	57	-17	-17	52.116815	-106.641442
6116	7HH4wFuJEl3VYvGNIyc0dA	2	1835	-601	246	235	57	57	-17	-17	52.116815	-106.641442
6116	7HH4wFuJEl3VYvGNIyc0dA	2	1847	-631	251	248	57	57	-17	-17	52.116815	-106.641442
6116	7HH4wFuJEl3VYvGNIyc0dA	2	1950	-624	296	245	57	57	-17	-17	52.116815	-106.641442
6117	7HH4wFuJEl3VYvGNIyc0dA	1	5894	-390	226	177	168	168	-15	-15	52.116815	-106.641442
6117	7HH4wFuJEl3VYvGNIyc0dA	1	5891	-339	225	155	168	168	-15	-15	52.116815	-106.641442
6117	7HH4wFuJEl3VYvGNIyc0dA	1	6050	-248	294	116	168	168	-15	-15	52.116815	-106.641442
6117	7HH4wFuJEl3VYvGNIyc0dA	1	6340	-253	420	118	168	168	-15	-15	52.116815	-106.641442
6117	7HH4wFuJEl3VYvGNIyc0dA	1	6344	-278	422	129	168	168	-15	-15	52.116815	-106.641442
6117	7HH4wFuJEl3VYvGNIyc0dA	1	6239	-339	376	155	168	168	-15	-15	52.116815	-106.641442
6117	7HH4wFuJEl3VYvGNIyc0dA	1	6068	-371	302	169	168	168	-15	-15	52.116815	-106.641442
6118	7HH4wFuJEl3VYvGNIyc0dA	2	7521	-283	186	207	214	214	-10	-10	52.116815	-106.641442
6118	7HH4wFuJEl3VYvGNIyc0dA	2	7696	-238	262	188	214	214	-10	-10	52.116815	-106.641442
6118	7HH4wFuJEl3VYvGNIyc0dA	2	7648	-204	241	173	214	214	-10	-10	52.116815	-106.641442
6118	7HH4wFuJEl3VYvGNIyc0dA	2	7431	-238	147	188	214	214	-10	-10	52.116815	-106.641442
6119	FJWhaGE9SyqLMvqh6cumHg	2	10852	-785	196	307	314	314	-13	-13	52.124891	-106.636155
6119	FJWhaGE9SyqLMvqh6cumHg	2	11629	-599	365	267	314	314	-13	-13	52.124891	-106.636155
6119	FJWhaGE9SyqLMvqh6cumHg	2	11432	-502	322	246	314	314	-13	-13	52.124891	-106.636155
6119	FJWhaGE9SyqLMvqh6cumHg	2	10696	-618	162	271	314	314	-13	-13	52.124891	-106.636155
6120	FJWhaGE9SyqLMvqh6cumHg	2	8563	-649	464	209	219	219	-21	-21	52.124891	-106.636155
6120	FJWhaGE9SyqLMvqh6cumHg	2	8742	-537	503	185	219	219	-21	-21	52.124891	-106.636155
6120	FJWhaGE9SyqLMvqh6cumHg	2	8314	-411	410	158	219	219	-21	-21	52.124891	-106.636155
6120	FJWhaGE9SyqLMvqh6cumHg	2	8116	-467	367	170	219	219	-21	-21	52.124891	-106.636155
6121	FJWhaGE9SyqLMvqh6cumHg	2	6449	-650	407	190	169	169	-24	-24	52.124891	-106.636155
6121	FJWhaGE9SyqLMvqh6cumHg	2	6146	-562	341	171	169	169	-24	-24	52.124891	-106.636155
6121	FJWhaGE9SyqLMvqh6cumHg	2	5929	-599	294	179	169	169	-24	-24	52.124891	-106.636155
6121	FJWhaGE9SyqLMvqh6cumHg	2	5713	-622	247	184	169	169	-24	-24	52.124891	-106.636155
6121	FJWhaGE9SyqLMvqh6cumHg	2	5368	-599	172	179	169	169	-24	-24	52.124891	-106.636155
6121	FJWhaGE9SyqLMvqh6cumHg	2	5170	-711	129	203	169	169	-24	-24	52.124891	-106.636155
6121	FJWhaGE9SyqLMvqh6cumHg	2	5345	-767	167	215	169	169	-24	-24	52.124891	-106.636155
6121	FJWhaGE9SyqLMvqh6cumHg	2	5819	-799	270	222	169	169	-24	-24	52.124891	-106.636155
6121	FJWhaGE9SyqLMvqh6cumHg	2	6187	-771	350	216	169	169	-24	-24	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	2644	-769	472	144	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	2280	-616	393	111	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	2009	-672	334	123	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	1724	-695	272	128	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	1494	-709	222	131	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	1282	-676	176	124	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	928	-802	99	151	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	914	-862	96	164	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	1333	-955	187	184	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	1807	-978	290	189	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	2175	-946	370	182	58	58	-33	-33	52.124891	-106.636155
6122	FJWhaGE9SyqLMvqh6cumHg	2	2460	-881	432	168	58	58	-33	-33	52.124891	-106.636155
14180	5mEJ6-eWl6etwGQ1s1kP4Q	1	8439	-338	271	156	231	231	-12	-12	52.126206	-106.646571
14180	5mEJ6-eWl6etwGQ1s1kP4Q	1	8502	-387	326	198	231	231	-12	-12	52.126206	-106.646571
14180	5mEJ6-eWl6etwGQ1s1kP4Q	1	8609	-423	419	229	231	231	-12	-12	52.126206	-106.646571
14180	5mEJ6-eWl6etwGQ1s1kP4Q	1	8665	-443	468	246	231	231	-12	-12	52.126206	-106.646571
14180	5mEJ6-eWl6etwGQ1s1kP4Q	1	8660	-367	463	181	231	231	-12	-12	52.126206	-106.646571
14180	5mEJ6-eWl6etwGQ1s1kP4Q	1	8550	-330	368	149	231	231	-12	-12	52.126206	-106.646571
14181	5mEJ6-eWl6etwGQ1s1kP4Q	1	7389	-95	467	311	196	196	0	0	52.126206	-106.646571
14181	5mEJ6-eWl6etwGQ1s1kP4Q	1	7305	-88	394	305	196	196	0	0	52.126206	-106.646571
14181	5mEJ6-eWl6etwGQ1s1kP4Q	1	7201	-69	304	288	196	196	0	0	52.126206	-106.646571
14181	5mEJ6-eWl6etwGQ1s1kP4Q	1	7202	-63	305	283	196	196	0	0	52.126206	-106.646571
14181	5mEJ6-eWl6etwGQ1s1kP4Q	1	7272	-62	366	282	196	196	0	0	52.126206	-106.646571
14181	5mEJ6-eWl6etwGQ1s1kP4Q	1	7384	-72	463	291	196	196	0	0	52.126206	-106.646571
6123	OueCGOxZxlgpw-rkkdcOEw	2	9118	-904	330	343	250	250	-12	-12	52.115716	-106.638932
6123	OueCGOxZxlgpw-rkkdcOEw	2	9118	-834	330	328	250	250	-12	-12	52.115716	-106.638932
6123	OueCGOxZxlgpw-rkkdcOEw	2	9399	-574	391	272	250	250	-12	-12	52.115716	-106.638932
6123	OueCGOxZxlgpw-rkkdcOEw	2	9688	-583	454	274	250	250	-12	-12	52.115716	-106.638932
6123	OueCGOxZxlgpw-rkkdcOEw	2	9707	-630	458	284	250	250	-12	-12	52.115716	-106.638932
6123	OueCGOxZxlgpw-rkkdcOEw	2	9647	-723	445	304	250	250	-12	-12	52.115716	-106.638932
6123	OueCGOxZxlgpw-rkkdcOEw	2	9481	-825	409	326	250	250	-12	-12	52.115716	-106.638932
6123	OueCGOxZxlgpw-rkkdcOEw	2	9261	-886	361	339	250	250	-12	-12	52.115716	-106.638932
6124	OueCGOxZxlgpw-rkkdcOEw	2	11943	-573	311	315	329	329	-6	-6	52.115716	-106.638932
6124	OueCGOxZxlgpw-rkkdcOEw	2	11933	-503	309	300	329	329	-6	-6	52.115716	-106.638932
6124	OueCGOxZxlgpw-rkkdcOEw	2	11616	-410	240	280	329	329	-6	-6	52.115716	-106.638932
6124	OueCGOxZxlgpw-rkkdcOEw	2	11492	-378	213	273	329	329	-6	-6	52.115716	-106.638932
6124	OueCGOxZxlgpw-rkkdcOEw	2	11280	-443	167	287	329	329	-6	-6	52.115716	-106.638932
6124	OueCGOxZxlgpw-rkkdcOEw	2	11266	-485	164	296	329	329	-6	-6	52.115716	-106.638932
6124	OueCGOxZxlgpw-rkkdcOEw	2	11478	-578	210	316	329	329	-6	-6	52.115716	-106.638932
6124	OueCGOxZxlgpw-rkkdcOEw	2	11745	-587	268	318	329	329	-6	-6	52.115716	-106.638932
6125	OueCGOxZxlgpw-rkkdcOEw	2	1772	-429	305	275	55	55	-7	-7	52.115716	-106.638932
6125	OueCGOxZxlgpw-rkkdcOEw	2	1799	-377	311	264	55	55	-7	-7	52.115716	-106.638932
6125	OueCGOxZxlgpw-rkkdcOEw	2	2167	-280	391	243	55	55	-7	-7	52.115716	-106.638932
6125	OueCGOxZxlgpw-rkkdcOEw	2	2301	-322	420	252	55	55	-7	-7	52.115716	-106.638932
6125	OueCGOxZxlgpw-rkkdcOEw	2	2305	-354	421	259	55	55	-7	-7	52.115716	-106.638932
6125	OueCGOxZxlgpw-rkkdcOEw	2	2172	-415	392	272	55	55	-7	-7	52.115716	-106.638932
6125	OueCGOxZxlgpw-rkkdcOEw	2	1979	-433	350	276	55	55	-7	-7	52.115716	-106.638932
6126	AiP7xp_rn_NkqCKvyVPpZA	1	9770	-670	526	218	254	254	-20	-20	52.123825	-106.646485
6126	AiP7xp_rn_NkqCKvyVPpZA	1	9712	-642	501	206	254	254	-20	-20	52.123825	-106.646485
6126	AiP7xp_rn_NkqCKvyVPpZA	1	9517	-656	416	212	254	254	-20	-20	52.123825	-106.646485
6126	AiP7xp_rn_NkqCKvyVPpZA	1	9303	-668	323	217	254	254	-20	-20	52.123825	-106.646485
6126	AiP7xp_rn_NkqCKvyVPpZA	1	9098	-814	234	280	254	254	-20	-20	52.123825	-106.646485
6126	AiP7xp_rn_NkqCKvyVPpZA	1	9096	-851	233	296	254	254	-20	-20	52.123825	-106.646485
6126	AiP7xp_rn_NkqCKvyVPpZA	1	9307	-835	325	289	254	254	-20	-20	52.123825	-106.646485
6126	AiP7xp_rn_NkqCKvyVPpZA	1	9507	-793	412	271	254	254	-20	-20	52.123825	-106.646485
6126	AiP7xp_rn_NkqCKvyVPpZA	1	9726	-726	507	242	254	254	-20	-20	52.123825	-106.646485
6127	AiP7xp_rn_NkqCKvyVPpZA	2	12679	-482	457	237	337	337	-13	-13	52.123825	-106.646485
6127	AiP7xp_rn_NkqCKvyVPpZA	2	12679	-442	457	220	337	337	-13	-13	52.123825	-106.646485
6127	AiP7xp_rn_NkqCKvyVPpZA	2	12343	-389	311	197	337	337	-13	-13	52.123825	-106.646485
6127	AiP7xp_rn_NkqCKvyVPpZA	2	11851	-533	97	259	337	337	-13	-13	52.123825	-106.646485
6127	AiP7xp_rn_NkqCKvyVPpZA	2	11835	-573	90	276	337	337	-13	-13	52.123825	-106.646485
6127	AiP7xp_rn_NkqCKvyVPpZA	2	12076	-584	195	281	337	337	-13	-13	52.123825	-106.646485
6127	AiP7xp_rn_NkqCKvyVPpZA	2	12410	-554	340	268	337	337	-13	-13	52.123825	-106.646485
6128	AiP7xp_rn_NkqCKvyVPpZA	2	2011	-446	437	229	50	50	-13	-13	52.123825	-106.646485
6128	AiP7xp_rn_NkqCKvyVPpZA	2	2006	-397	435	208	50	50	-13	-13	52.123825	-106.646485
6128	AiP7xp_rn_NkqCKvyVPpZA	2	1648	-302	279	167	50	50	-13	-13	52.123825	-106.646485
6128	AiP7xp_rn_NkqCKvyVPpZA	2	1268	-371	114	197	50	50	-13	-13	52.123825	-106.646485
6128	AiP7xp_rn_NkqCKvyVPpZA	2	1261	-395	111	207	50	50	-13	-13	52.123825	-106.646485
6128	AiP7xp_rn_NkqCKvyVPpZA	2	1381	-427	163	221	50	50	-13	-13	52.123825	-106.646485
6128	AiP7xp_rn_NkqCKvyVPpZA	2	1590	-446	254	229	50	50	-13	-13	52.123825	-106.646485
6128	AiP7xp_rn_NkqCKvyVPpZA	2	1792	-455	342	233	50	50	-13	-13	52.123825	-106.646485
6129	AiP7xp_rn_NkqCKvyVPpZA	1	4234	-694	335	303	116	116	-15	-15	52.123825	-106.646485
6129	AiP7xp_rn_NkqCKvyVPpZA	1	4356	-557	388	244	116	116	-15	-15	52.123825	-106.646485
6129	AiP7xp_rn_NkqCKvyVPpZA	1	4216	-485	327	213	116	116	-15	-15	52.123825	-106.646485
6129	AiP7xp_rn_NkqCKvyVPpZA	1	3602	-471	60	207	116	116	-15	-15	52.123825	-106.646485
6129	AiP7xp_rn_NkqCKvyVPpZA	1	3599	-504	59	221	116	116	-15	-15	52.123825	-106.646485
6129	AiP7xp_rn_NkqCKvyVPpZA	1	3788	-585	141	256	116	116	-15	-15	52.123825	-106.646485
6129	AiP7xp_rn_NkqCKvyVPpZA	1	4071	-678	264	296	116	116	-15	-15	52.123825	-106.646485
6130	PEYX8QzbfRjunIeQUs_pww	1	8913	-472	422	331	237	237	-7	-7	39.298593	-76.615631
6130	PEYX8QzbfRjunIeQUs_pww	1	8513	-376	248	290	237	237	-7	-7	39.298593	-76.615631
6130	PEYX8QzbfRjunIeQUs_pww	1	8690	-330	325	270	237	237	-7	-7	39.298593	-76.615631
6130	PEYX8QzbfRjunIeQUs_pww	1	8798	-358	372	282	237	237	-7	-7	39.298593	-76.615631
6130	PEYX8QzbfRjunIeQUs_pww	1	8844	-395	392	298	237	237	-7	-7	39.298593	-76.615631
6131	PEYX8QzbfRjunIeQUs_pww	1	9396	-260	411	277	253	253	-6	-6	39.298593	-76.615631
6131	PEYX8QzbfRjunIeQUs_pww	1	9360	-226	380	248	253	253	-6	-6	39.298593	-76.615631
6131	PEYX8QzbfRjunIeQUs_pww	1	9275	-221	306	244	253	253	-6	-6	39.298593	-76.615631
6131	PEYX8QzbfRjunIeQUs_pww	1	9201	-233	241	254	253	253	-6	-6	39.298593	-76.615631
6131	PEYX8QzbfRjunIeQUs_pww	1	9190	-250	232	269	253	253	-6	-6	39.298593	-76.615631
6131	PEYX8QzbfRjunIeQUs_pww	1	9218	-260	256	277	253	253	-6	-6	39.298593	-76.615631
6131	PEYX8QzbfRjunIeQUs_pww	1	9270	-261	301	278	253	253	-6	-6	39.298593	-76.615631
6132	PEYX8QzbfRjunIeQUs_pww	1	9550	-252	545	270	253	253	-6	-6	39.298593	-76.615631
6132	PEYX8QzbfRjunIeQUs_pww	1	9539	-228	535	250	253	253	-6	-6	39.298593	-76.615631
6132	PEYX8QzbfRjunIeQUs_pww	1	9444	-217	453	240	253	253	-6	-6	39.298593	-76.615631
6132	PEYX8QzbfRjunIeQUs_pww	1	9397	-229	412	251	253	253	-6	-6	39.298593	-76.615631
6132	PEYX8QzbfRjunIeQUs_pww	1	9436	-262	446	279	253	253	-6	-6	39.298593	-76.615631
6132	PEYX8QzbfRjunIeQUs_pww	1	9477	-264	481	281	253	253	-6	-6	39.298593	-76.615631
6133	PEYX8QzbfRjunIeQUs_pww	1	10828	-393	346	271	293	293	-10	-10	39.298593	-76.615631
6133	PEYX8QzbfRjunIeQUs_pww	1	10915	-349	422	233	293	293	-10	-10	39.298593	-76.615631
6133	PEYX8QzbfRjunIeQUs_pww	1	10832	-314	350	203	293	293	-10	-10	39.298593	-76.615631
6133	PEYX8QzbfRjunIeQUs_pww	1	10678	-312	216	201	293	293	-10	-10	39.298593	-76.615631
6133	PEYX8QzbfRjunIeQUs_pww	1	10676	-323	214	211	293	293	-10	-10	39.298593	-76.615631
6133	PEYX8QzbfRjunIeQUs_pww	1	10701	-345	236	230	293	293	-10	-10	39.298593	-76.615631
6133	PEYX8QzbfRjunIeQUs_pww	1	10751	-375	279	255	293	293	-10	-10	39.298593	-76.615631
6134	PEYX8QzbfRjunIeQUs_pww	1	11675	-492	246	286	319	319	-12	-12	39.298593	-76.615631
6134	PEYX8QzbfRjunIeQUs_pww	1	11661	-468	234	265	319	319	-12	-12	39.298593	-76.615631
6134	PEYX8QzbfRjunIeQUs_pww	1	11723	-408	288	214	319	319	-12	-12	39.298593	-76.615631
6134	PEYX8QzbfRjunIeQUs_pww	1	11844	-394	393	202	319	319	-12	-12	39.298593	-76.615631
6134	PEYX8QzbfRjunIeQUs_pww	1	12014	-402	541	209	319	319	-12	-12	39.298593	-76.615631
6134	PEYX8QzbfRjunIeQUs_pww	1	12031	-427	556	230	319	319	-12	-12	39.298593	-76.615631
6134	PEYX8QzbfRjunIeQUs_pww	1	11924	-463	463	261	319	319	-12	-12	39.298593	-76.615631
6134	PEYX8QzbfRjunIeQUs_pww	1	11795	-482	351	277	319	319	-12	-12	39.298593	-76.615631
6135	PEYX8QzbfRjunIeQUs_pww	1	249	-669	236	332	11	11	-15	-15	39.298593	-76.615631
6135	PEYX8QzbfRjunIeQUs_pww	1	381	-578	351	254	11	11	-15	-15	39.298593	-76.615631
6135	PEYX8QzbfRjunIeQUs_pww	1	339	-510	314	196	11	11	-15	-15	39.298593	-76.615631
6135	PEYX8QzbfRjunIeQUs_pww	1	153	-498	152	185	11	11	-15	-15	39.298593	-76.615631
6135	PEYX8QzbfRjunIeQUs_pww	1	162	-558	160	237	11	11	-15	-15	39.298593	-76.615631
6135	PEYX8QzbfRjunIeQUs_pww	1	194	-626	188	295	11	11	-15	-15	39.298593	-76.615631
6136	PEYX8QzbfRjunIeQUs_pww	1	1407	-733	102	262	46	46	-19	-19	39.298593	-76.615631
6136	PEYX8QzbfRjunIeQUs_pww	1	1377	-687	76	223	46	46	-19	-19	39.298593	-76.615631
6136	PEYX8QzbfRjunIeQUs_pww	1	1405	-584	100	134	46	46	-19	-19	39.298593	-76.615631
6136	PEYX8QzbfRjunIeQUs_pww	1	1619	-522	286	81	46	46	-19	-19	39.298593	-76.615631
6136	PEYX8QzbfRjunIeQUs_pww	1	1915	-569	544	121	46	46	-19	-19	39.298593	-76.615631
6136	PEYX8QzbfRjunIeQUs_pww	1	1924	-586	551	136	46	46	-19	-19	39.298593	-76.615631
6136	PEYX8QzbfRjunIeQUs_pww	1	1805	-622	448	167	46	46	-19	-19	39.298593	-76.615631
6136	PEYX8QzbfRjunIeQUs_pww	1	1603	-682	272	218	46	46	-19	-19	39.298593	-76.615631
6137	PEYX8QzbfRjunIeQUs_pww	1	3850	-361	152	275	111	111	-9	-9	39.298593	-76.615631
6137	PEYX8QzbfRjunIeQUs_pww	1	3862	-330	163	248	111	111	-9	-9	39.298593	-76.615631
6137	PEYX8QzbfRjunIeQUs_pww	1	4004	-303	286	225	111	111	-9	-9	39.298593	-76.615631
6137	PEYX8QzbfRjunIeQUs_pww	1	4130	-304	396	226	111	111	-9	-9	39.298593	-76.615631
6137	PEYX8QzbfRjunIeQUs_pww	1	4088	-361	359	275	111	111	-9	-9	39.298593	-76.615631
6137	PEYX8QzbfRjunIeQUs_pww	1	4025	-368	304	281	111	111	-9	-9	39.298593	-76.615631
6137	PEYX8QzbfRjunIeQUs_pww	1	3913	-369	207	282	111	111	-9	-9	39.298593	-76.615631
6138	PEYX8QzbfRjunIeQUs_pww	1	4123	-366	390	279	111	111	-9	-9	39.298593	-76.615631
6138	PEYX8QzbfRjunIeQUs_pww	1	4161	-302	423	224	111	111	-9	-9	39.298593	-76.615631
6138	PEYX8QzbfRjunIeQUs_pww	1	4292	-279	537	204	111	111	-9	-9	39.298593	-76.615631
6138	PEYX8QzbfRjunIeQUs_pww	1	4413	-317	642	237	111	111	-9	-9	39.298593	-76.615631
6138	PEYX8QzbfRjunIeQUs_pww	1	4413	-332	642	250	111	111	-9	-9	39.298593	-76.615631
6138	PEYX8QzbfRjunIeQUs_pww	1	4296	-361	540	275	111	111	-9	-9	39.298593	-76.615631
6138	PEYX8QzbfRjunIeQUs_pww	1	4174	-365	434	278	111	111	-9	-9	39.298593	-76.615631
6139	PEYX8QzbfRjunIeQUs_pww	1	5454	-863	254	330	154	154	-18	-18	39.298593	-76.615631
6139	PEYX8QzbfRjunIeQUs_pww	1	5847	-507	425	177	154	154	-18	-18	39.298593	-76.615631
6139	PEYX8QzbfRjunIeQUs_pww	1	5355	-449	211	152	154	154	-18	-18	39.298593	-76.615631
6139	PEYX8QzbfRjunIeQUs_pww	1	5316	-547	194	194	154	154	-18	-18	39.298593	-76.615631
6139	PEYX8QzbfRjunIeQUs_pww	1	5304	-646	189	237	154	154	-18	-18	39.298593	-76.615631
6139	PEYX8QzbfRjunIeQUs_pww	1	5343	-749	206	281	154	154	-18	-18	39.298593	-76.615631
6140	x_Nnulf7gPydoOwwTOhNzg	1	12971	-586	126	281	5	5	-13	-13	34.043508	-118.242748
6140	x_Nnulf7gPydoOwwTOhNzg	1	12976	-554	128	267	5	5	-13	-13	34.043508	-118.242748
6140	x_Nnulf7gPydoOwwTOhNzg	1	13155	-456	206	225	5	5	-13	-13	34.043508	-118.242748
6140	x_Nnulf7gPydoOwwTOhNzg	1	228	-449	373	222	5	5	-13	-13	34.043508	-118.242748
6140	x_Nnulf7gPydoOwwTOhNzg	1	439	-528	465	256	5	5	-13	-13	34.043508	-118.242748
6140	x_Nnulf7gPydoOwwTOhNzg	1	446	-554	468	267	5	5	-13	-13	34.043508	-118.242748
6140	x_Nnulf7gPydoOwwTOhNzg	1	211	-598	366	286	5	5	-13	-13	34.043508	-118.242748
6140	x_Nnulf7gPydoOwwTOhNzg	1	13218	-610	233	291	5	5	-13	-13	34.043508	-118.242748
6141	x_Nnulf7gPydoOwwTOhNzg	2	2448	-506	98	233	83	83	-14	-14	34.043508	-118.242748
6141	x_Nnulf7gPydoOwwTOhNzg	2	2448	-476	98	220	83	83	-14	-14	34.043508	-118.242748
6141	x_Nnulf7gPydoOwwTOhNzg	2	2825	-406	262	190	83	83	-14	-14	34.043508	-118.242748
6141	x_Nnulf7gPydoOwwTOhNzg	2	3248	-506	446	233	83	83	-14	-14	34.043508	-118.242748
6141	x_Nnulf7gPydoOwwTOhNzg	2	3260	-539	451	247	83	83	-14	-14	34.043508	-118.242748
6141	x_Nnulf7gPydoOwwTOhNzg	2	3087	-557	376	255	83	83	-14	-14	34.043508	-118.242748
6141	x_Nnulf7gPydoOwwTOhNzg	2	2853	-560	274	256	83	83	-14	-14	34.043508	-118.242748
6141	x_Nnulf7gPydoOwwTOhNzg	2	2552	-532	143	244	83	83	-14	-14	34.043508	-118.242748
6142	x_Nnulf7gPydoOwwTOhNzg	2	6127	-535	175	229	177	177	-15	-15	34.043508	-118.242748
6142	x_Nnulf7gPydoOwwTOhNzg	2	6131	-472	177	202	177	177	-15	-15	34.043508	-118.242748
6142	x_Nnulf7gPydoOwwTOhNzg	2	6513	-377	343	161	177	177	-15	-15	34.043508	-118.242748
6142	x_Nnulf7gPydoOwwTOhNzg	2	6971	-423	542	181	177	177	-15	-15	34.043508	-118.242748
6142	x_Nnulf7gPydoOwwTOhNzg	2	6971	-456	542	195	177	177	-15	-15	34.043508	-118.242748
6142	x_Nnulf7gPydoOwwTOhNzg	2	6807	-509	471	218	177	177	-15	-15	34.043508	-118.242748
6142	x_Nnulf7gPydoOwwTOhNzg	2	6600	-542	381	232	177	177	-15	-15	34.043508	-118.242748
6142	x_Nnulf7gPydoOwwTOhNzg	2	6343	-544	269	233	177	177	-15	-15	34.043508	-118.242748
6143	x_Nnulf7gPydoOwwTOhNzg	2	8774	-548	137	199	251	251	-17	-17	34.043508	-118.242748
