LabelId	LabelBinId	LabelGSVPanoramaId	LabelTypeId	svImageX	svImageY	originalCanvasX	originalCanvasY	originalHeading	heading	originalPitch	pitch	labelLat	labelLng
3198	41	Puqxb-Km20TC-sqR8v7JDg	1	11263	-377	NULL	NULL	NULL	287	NULL	-10	38.899059	-77.023996
3198	41	Puqxb-Km20TC-sqR8v7JDg	1	11263	-650	NULL	NULL	NULL	287	NULL	-10	38.899059	-77.023996
3198	41	Puqxb-Km20TC-sqR8v7JDg	1	10600	-650	NULL	NULL	NULL	287	NULL	-10	38.899059	-77.023996
3199	41	Puqxb-Km20TC-sqR8v7JDg	1	7324	-1547	NULL	NULL	NULL	198	NULL	-42	38.899059	-77.023996
3199	41	Puqxb-Km20TC-sqR8v7JDg	1	8052	-1547	NULL	NULL	NULL	198	NULL	-42	38.899059	-77.023996
3199	41	Puqxb-Km20TC-sqR8v7JDg	1	8052	-1846	NULL	NULL	NULL	198	NULL	-42	38.899059	-77.023996
3199	41	Puqxb-Km20TC-sqR8v7JDg	1	7324	-1846	NULL	NULL	NULL	198	NULL	-42	38.899059	-77.023996
3200	41	Puqxb-Km20TC-sqR8v7JDg	1	2878	-1326	NULL	NULL	NULL	78	NULL	-36	38.899059	-77.023996
3200	41	Puqxb-Km20TC-sqR8v7JDg	1	3476	-1326	NULL	NULL	NULL	78	NULL	-36	38.899059	-77.023996
3200	41	Puqxb-Km20TC-sqR8v7JDg	1	3476	-1573	NULL	NULL	NULL	78	NULL	-36	38.899059	-77.023996
3200	41	Puqxb-Km20TC-sqR8v7JDg	1	2878	-1573	NULL	NULL	NULL	78	NULL	-36	38.899059	-77.023996
3051	42	FqPX9gnfvc6keR-q9hM70w	1	4030	-572	NULL	NULL	NULL	109	NULL	-15	38.929969	-77.037827
3051	42	FqPX9gnfvc6keR-q9hM70w	1	4732	-572	NULL	NULL	NULL	109	NULL	-15	38.929969	-77.037827
3051	42	FqPX9gnfvc6keR-q9hM70w	1	4732	-858	NULL	NULL	NULL	109	NULL	-15	38.929969	-77.037827
3051	42	FqPX9gnfvc6keR-q9hM70w	1	4030	-858	NULL	NULL	NULL	109	NULL	-15	38.929969	-77.037827
3052	42	FqPX9gnfvc6keR-q9hM70w	1	13156	-2821	NULL	NULL	NULL	356	NULL	-76	38.929969	-77.037827
3052	42	FqPX9gnfvc6keR-q9hM70w	1	546	-2821	NULL	NULL	NULL	356	NULL	-76	38.929969	-77.037827
3052	42	FqPX9gnfvc6keR-q9hM70w	1	546	-3107	NULL	NULL	NULL	356	NULL	-76	38.929969	-77.037827
3052	42	FqPX9gnfvc6keR-q9hM70w	1	13156	-3107	NULL	NULL	NULL	356	NULL	-76	38.929969	-77.037827
3053	42	FqPX9gnfvc6keR-q9hM70w	1	8892	-767	NULL	NULL	NULL	240	NULL	-21	38.929969	-77.037827
3053	42	FqPX9gnfvc6keR-q9hM70w	1	9620	-767	NULL	NULL	NULL	240	NULL	-21	38.929969	-77.037827
3053	42	FqPX9gnfvc6keR-q9hM70w	1	9620	-1066	NULL	NULL	NULL	240	NULL	-21	38.929969	-77.037827
3053	42	FqPX9gnfvc6keR-q9hM70w	1	8892	-1066	NULL	NULL	NULL	240	NULL	-21	38.929969	-77.037827
3054	42	FqPX9gnfvc6keR-q9hM70w	1	4056	-1846	NULL	NULL	NULL	110	NULL	-50	38.929969	-77.037827
3054	42	FqPX9gnfvc6keR-q9hM70w	1	4758	-1846	NULL	NULL	NULL	110	NULL	-50	38.929969	-77.037827
3054	42	FqPX9gnfvc6keR-q9hM70w	1	4758	-2132	NULL	NULL	NULL	110	NULL	-50	38.929969	-77.037827
3054	42	FqPX9gnfvc6keR-q9hM70w	1	4056	-2132	NULL	NULL	NULL	110	NULL	-50	38.929969	-77.037827
3055	42	FqPX9gnfvc6keR-q9hM70w	1	572	-1820	NULL	NULL	NULL	15	NULL	-49	38.929969	-77.037827
3055	42	FqPX9gnfvc6keR-q9hM70w	1	1300	-1820	NULL	NULL	NULL	15	NULL	-49	38.929969	-77.037827
3055	42	FqPX9gnfvc6keR-q9hM70w	1	1300	-2119	NULL	NULL	NULL	15	NULL	-49	38.929969	-77.037827
3055	42	FqPX9gnfvc6keR-q9hM70w	1	572	-2119	NULL	NULL	NULL	15	NULL	-49	38.929969	-77.037827
3056	42	FqPX9gnfvc6keR-q9hM70w	1	10621	-1586	NULL	NULL	NULL	287	NULL	-43	38.929969	-77.037827
3056	42	FqPX9gnfvc6keR-q9hM70w	1	11219	-1586	NULL	NULL	NULL	287	NULL	-43	38.929969	-77.037827
3056	42	FqPX9gnfvc6keR-q9hM70w	1	11219	-1833	NULL	NULL	NULL	287	NULL	-43	38.929969	-77.037827
3056	42	FqPX9gnfvc6keR-q9hM70w	1	10621	-1833	NULL	NULL	NULL	287	NULL	-43	38.929969	-77.037827
3057	42	FqPX9gnfvc6keR-q9hM70w	1	2977	-572	NULL	NULL	NULL	81	NULL	-15	38.929969	-77.037827
3057	42	FqPX9gnfvc6keR-q9hM70w	1	3575	-572	NULL	NULL	NULL	81	NULL	-15	38.929969	-77.037827
3057	42	FqPX9gnfvc6keR-q9hM70w	1	3575	-819	NULL	NULL	NULL	81	NULL	-15	38.929969	-77.037827
3057	42	FqPX9gnfvc6keR-q9hM70w	1	2977	-819	NULL	NULL	NULL	81	NULL	-15	38.929969	-77.037827
3058	42	FqPX9gnfvc6keR-q9hM70w	1	9776	-1183	NULL	NULL	NULL	264	NULL	-32	38.929969	-77.037827
3058	42	FqPX9gnfvc6keR-q9hM70w	1	10400	-1183	NULL	NULL	NULL	264	NULL	-32	38.929969	-77.037827
3058	42	FqPX9gnfvc6keR-q9hM70w	1	10400	-1443	NULL	NULL	NULL	264	NULL	-32	38.929969	-77.037827
3058	42	FqPX9gnfvc6keR-q9hM70w	1	9776	-1443	NULL	NULL	NULL	264	NULL	-32	38.929969	-77.037827
3059	42	FqPX9gnfvc6keR-q9hM70w	1	9997	-1534	NULL	NULL	NULL	270	NULL	-41	38.929969	-77.037827
3059	42	FqPX9gnfvc6keR-q9hM70w	1	10699	-1534	NULL	NULL	NULL	270	NULL	-41	38.929969	-77.037827
3059	42	FqPX9gnfvc6keR-q9hM70w	1	10699	-1820	NULL	NULL	NULL	270	NULL	-41	38.929969	-77.037827
3059	42	FqPX9gnfvc6keR-q9hM70w	1	9997	-1820	NULL	NULL	NULL	270	NULL	-41	38.929969	-77.037827
3060	42	FqPX9gnfvc6keR-q9hM70w	1	2743	-2106	NULL	NULL	NULL	74	NULL	-57	38.929969	-77.037827
3060	42	FqPX9gnfvc6keR-q9hM70w	1	3406	-2106	NULL	NULL	NULL	74	NULL	-57	38.929969	-77.037827
3060	42	FqPX9gnfvc6keR-q9hM70w	1	3406	-2379	NULL	NULL	NULL	74	NULL	-57	38.929969	-77.037827
3060	42	FqPX9gnfvc6keR-q9hM70w	1	2743	-2379	NULL	NULL	NULL	74	NULL	-57	38.929969	-77.037827
3221	43	rjOh2mH2difs0escOEW2AA	1	3153	-637	NULL	NULL	NULL	85	NULL	-17	38.932741	-77.04419
3221	43	rjOh2mH2difs0escOEW2AA	1	3816	-637	NULL	NULL	NULL	85	NULL	-17	38.932741	-77.04419
3221	43	rjOh2mH2difs0escOEW2AA	1	3816	-910	NULL	NULL	NULL	85	NULL	-17	38.932741	-77.04419
3221	43	rjOh2mH2difs0escOEW2AA	1	3153	-910	NULL	NULL	NULL	85	NULL	-17	38.932741	-77.04419
3222	43	rjOh2mH2difs0escOEW2AA	1	1190	-689	NULL	NULL	NULL	32	NULL	-19	38.932741	-77.04419
3222	43	rjOh2mH2difs0escOEW2AA	1	1788	-689	NULL	NULL	NULL	32	NULL	-19	38.932741	-77.04419
3222	43	rjOh2mH2difs0escOEW2AA	1	1788	-936	NULL	NULL	NULL	32	NULL	-19	38.932741	-77.04419
3222	43	rjOh2mH2difs0escOEW2AA	1	1190	-936	NULL	NULL	NULL	32	NULL	-19	38.932741	-77.04419
3223	43	rjOh2mH2difs0escOEW2AA	1	2282	-871	NULL	NULL	NULL	62	NULL	-24	38.932741	-77.04419
3223	43	rjOh2mH2difs0escOEW2AA	1	2984	-871	NULL	NULL	NULL	62	NULL	-24	38.932741	-77.04419
3223	43	rjOh2mH2difs0escOEW2AA	1	2984	-1157	NULL	NULL	NULL	62	NULL	-24	38.932741	-77.04419
3223	43	rjOh2mH2difs0escOEW2AA	1	2282	-1157	NULL	NULL	NULL	62	NULL	-24	38.932741	-77.04419
3224	43	rjOh2mH2difs0escOEW2AA	1	7872	-442	NULL	NULL	NULL	213	NULL	-12	38.932741	-77.04419
3224	43	rjOh2mH2difs0escOEW2AA	1	8535	-442	NULL	NULL	NULL	213	NULL	-12	38.932741	-77.04419
3224	43	rjOh2mH2difs0escOEW2AA	1	8535	-715	NULL	NULL	NULL	213	NULL	-12	38.932741	-77.04419
3224	43	rjOh2mH2difs0escOEW2AA	1	7872	-715	NULL	NULL	NULL	213	NULL	-12	38.932741	-77.04419
3225	43	rjOh2mH2difs0escOEW2AA	1	11694	-338	NULL	NULL	NULL	316	NULL	-9	38.932741	-77.04419
3225	43	rjOh2mH2difs0escOEW2AA	1	12357	-338	NULL	NULL	NULL	316	NULL	-9	38.932741	-77.04419
3225	43	rjOh2mH2difs0escOEW2AA	1	12357	-611	NULL	NULL	NULL	316	NULL	-9	38.932741	-77.04419
3225	43	rjOh2mH2difs0escOEW2AA	1	11694	-611	NULL	NULL	NULL	316	NULL	-9	38.932741	-77.04419
3226	43	rjOh2mH2difs0escOEW2AA	1	2945	-806	NULL	NULL	NULL	80	NULL	-22	38.932741	-77.04419
3226	43	rjOh2mH2difs0escOEW2AA	1	3608	-806	NULL	NULL	NULL	80	NULL	-22	38.932741	-77.04419
3226	43	rjOh2mH2difs0escOEW2AA	1	3608	-1079	NULL	NULL	NULL	80	NULL	-22	38.932741	-77.04419
3226	43	rjOh2mH2difs0escOEW2AA	1	2945	-1079	NULL	NULL	NULL	80	NULL	-22	38.932741	-77.04419
3227	43	rjOh2mH2difs0escOEW2AA	1	8704	-832	NULL	NULL	NULL	235	NULL	-23	38.932741	-77.04419
3227	43	rjOh2mH2difs0escOEW2AA	1	9328	-832	NULL	NULL	NULL	235	NULL	-23	38.932741	-77.04419
3227	43	rjOh2mH2difs0escOEW2AA	1	9328	-1092	NULL	NULL	NULL	235	NULL	-23	38.932741	-77.04419
3227	43	rjOh2mH2difs0escOEW2AA	1	8704	-1092	NULL	NULL	NULL	235	NULL	-23	38.932741	-77.04419
3228	43	rjOh2mH2difs0escOEW2AA	1	8561	-429	NULL	NULL	NULL	232	NULL	-12	38.932741	-77.04419
3228	43	rjOh2mH2difs0escOEW2AA	1	9289	-429	NULL	NULL	NULL	232	NULL	-12	38.932741	-77.04419
3228	43	rjOh2mH2difs0escOEW2AA	1	9289	-728	NULL	NULL	NULL	232	NULL	-12	38.932741	-77.04419
3228	43	rjOh2mH2difs0escOEW2AA	1	8561	-728	NULL	NULL	NULL	232	NULL	-12	38.932741	-77.04419
3229	43	rjOh2mH2difs0escOEW2AA	1	11148	-390	NULL	NULL	NULL	301	NULL	-11	38.932741	-77.04419
3229	43	rjOh2mH2difs0escOEW2AA	1	11746	-390	NULL	NULL	NULL	301	NULL	-11	38.932741	-77.04419
3229	43	rjOh2mH2difs0escOEW2AA	1	11746	-637	NULL	NULL	NULL	301	NULL	-11	38.932741	-77.04419
3229	43	rjOh2mH2difs0escOEW2AA	1	11148	-637	NULL	NULL	NULL	301	NULL	-11	38.932741	-77.04419
3230	43	rjOh2mH2difs0escOEW2AA	1	9731	-650	NULL	NULL	NULL	263	NULL	-18	38.932741	-77.04419
3230	43	rjOh2mH2difs0escOEW2AA	1	10355	-650	NULL	NULL	NULL	263	NULL	-18	38.932741	-77.04419
3230	43	rjOh2mH2difs0escOEW2AA	1	10355	-910	NULL	NULL	NULL	263	NULL	-18	38.932741	-77.04419
3230	43	rjOh2mH2difs0escOEW2AA	1	9731	-910	NULL	NULL	NULL	263	NULL	-18	38.932741	-77.04419
2961	44	9qAfyKIy154PM8RxXOMMWA	1	1472	-663	NULL	NULL	NULL	40	NULL	-18	38.89832	-77.02596
2961	44	9qAfyKIy154PM8RxXOMMWA	1	2070	-663	NULL	NULL	NULL	40	NULL	-18	38.89832	-77.02596
2961	44	9qAfyKIy154PM8RxXOMMWA	1	2070	-910	NULL	NULL	NULL	40	NULL	-18	38.89832	-77.02596
2961	44	9qAfyKIy154PM8RxXOMMWA	1	1472	-910	NULL	NULL	NULL	40	NULL	-18	38.89832	-77.02596
2962	44	9qAfyKIy154PM8RxXOMMWA	1	1485	-1014	NULL	NULL	NULL	40	NULL	-27	38.89832	-77.02596
2962	44	9qAfyKIy154PM8RxXOMMWA	1	2083	-1014	NULL	NULL	NULL	40	NULL	-27	38.89832	-77.02596
2962	44	9qAfyKIy154PM8RxXOMMWA	1	2083	-1261	NULL	NULL	NULL	40	NULL	-27	38.89832	-77.02596
2962	44	9qAfyKIy154PM8RxXOMMWA	1	1485	-1261	NULL	NULL	NULL	40	NULL	-27	38.89832	-77.02596
2963	44	9qAfyKIy154PM8RxXOMMWA	1	172	-429	NULL	NULL	NULL	5	NULL	-12	38.89832	-77.02596
2963	44	9qAfyKIy154PM8RxXOMMWA	1	835	-429	NULL	NULL	NULL	5	NULL	-12	38.89832	-77.02596
2963	44	9qAfyKIy154PM8RxXOMMWA	1	835	-702	NULL	NULL	NULL	5	NULL	-12	38.89832	-77.02596
2963	44	9qAfyKIy154PM8RxXOMMWA	1	172	-702	NULL	NULL	NULL	5	NULL	-12	38.89832	-77.02596
2964	44	9qAfyKIy154PM8RxXOMMWA	1	2434	-832	NULL	NULL	NULL	66	NULL	-23	38.89832	-77.02596
2964	44	9qAfyKIy154PM8RxXOMMWA	1	3032	-832	NULL	NULL	NULL	66	NULL	-23	38.89832	-77.02596
2964	44	9qAfyKIy154PM8RxXOMMWA	1	3032	-1079	NULL	NULL	NULL	66	NULL	-23	38.89832	-77.02596
2964	44	9qAfyKIy154PM8RxXOMMWA	1	2434	-1079	NULL	NULL	NULL	66	NULL	-23	38.89832	-77.02596
2965	44	9qAfyKIy154PM8RxXOMMWA	1	9064	-338	NULL	NULL	NULL	245	NULL	-9	38.89832	-77.02596
2965	44	9qAfyKIy154PM8RxXOMMWA	1	9662	-338	NULL	NULL	NULL	245	NULL	-9	38.89832	-77.02596
2965	44	9qAfyKIy154PM8RxXOMMWA	1	9662	-585	NULL	NULL	NULL	245	NULL	-9	38.89832	-77.02596
2965	44	9qAfyKIy154PM8RxXOMMWA	1	9064	-585	NULL	NULL	NULL	245	NULL	-9	38.89832	-77.02596
2966	44	9qAfyKIy154PM8RxXOMMWA	1	7933	-390	NULL	NULL	NULL	215	NULL	-11	38.89832	-77.02596
2966	44	9qAfyKIy154PM8RxXOMMWA	1	8596	-390	NULL	NULL	NULL	215	NULL	-11	38.89832	-77.02596
2966	44	9qAfyKIy154PM8RxXOMMWA	1	8596	-663	NULL	NULL	NULL	215	NULL	-11	38.89832	-77.02596
2966	44	9qAfyKIy154PM8RxXOMMWA	1	7933	-663	NULL	NULL	NULL	215	NULL	-11	38.89832	-77.02596
2967	44	9qAfyKIy154PM8RxXOMMWA	1	4540	-455	NULL	NULL	NULL	123	NULL	-12	38.89832	-77.02596
2967	44	9qAfyKIy154PM8RxXOMMWA	1	5203	-455	NULL	NULL	NULL	123	NULL	-12	38.89832	-77.02596
2967	44	9qAfyKIy154PM8RxXOMMWA	1	5203	-728	NULL	NULL	NULL	123	NULL	-12	38.89832	-77.02596
2967	44	9qAfyKIy154PM8RxXOMMWA	1	4540	-728	NULL	NULL	NULL	123	NULL	-12	38.89832	-77.02596
2968	44	9qAfyKIy154PM8RxXOMMWA	1	1134	-468	NULL	NULL	NULL	31	NULL	-13	38.89832	-77.02596
2968	44	9qAfyKIy154PM8RxXOMMWA	1	1797	-468	NULL	NULL	NULL	31	NULL	-13	38.89832	-77.02596
2968	44	9qAfyKIy154PM8RxXOMMWA	1	1797	-741	NULL	NULL	NULL	31	NULL	-13	38.89832	-77.02596
2968	44	9qAfyKIy154PM8RxXOMMWA	1	1134	-741	NULL	NULL	NULL	31	NULL	-13	38.89832	-77.02596
2969	44	9qAfyKIy154PM8RxXOMMWA	1	5489	-1612	NULL	NULL	NULL	148	NULL	-44	38.89832	-77.02596
2969	44	9qAfyKIy154PM8RxXOMMWA	1	6087	-1612	NULL	NULL	NULL	148	NULL	-44	38.89832	-77.02596
2969	44	9qAfyKIy154PM8RxXOMMWA	1	6087	-1859	NULL	NULL	NULL	148	NULL	-44	38.89832	-77.02596
2969	44	9qAfyKIy154PM8RxXOMMWA	1	5489	-1859	NULL	NULL	NULL	148	NULL	-44	38.89832	-77.02596
2970	44	9qAfyKIy154PM8RxXOMMWA	1	11248	-182	NULL	NULL	NULL	304	NULL	-5	38.89832	-77.02596
2970	44	9qAfyKIy154PM8RxXOMMWA	1	11950	-182	NULL	NULL	NULL	304	NULL	-5	38.89832	-77.02596
2970	44	9qAfyKIy154PM8RxXOMMWA	1	11950	-468	NULL	NULL	NULL	304	NULL	-5	38.89832	-77.02596
2970	44	9qAfyKIy154PM8RxXOMMWA	1	11248	-468	NULL	NULL	NULL	304	NULL	-5	38.89832	-77.02596
3181	45	OnZlYjBDslQt7v2vm_ntow	1	5513	-533	NULL	NULL	NULL	149	NULL	-14	38.934177	-77.039916
3181	45	OnZlYjBDslQt7v2vm_ntow	1	6111	-533	NULL	NULL	NULL	149	NULL	-14	38.934177	-77.039916
3181	45	OnZlYjBDslQt7v2vm_ntow	1	6111	-780	NULL	NULL	NULL	149	NULL	-14	38.934177	-77.039916
3181	45	OnZlYjBDslQt7v2vm_ntow	1	5513	-780	NULL	NULL	NULL	149	NULL	-14	38.934177	-77.039916
3182	45	OnZlYjBDslQt7v2vm_ntow	1	1613	-806	NULL	NULL	NULL	44	NULL	-22	38.934177	-77.039916
3182	45	OnZlYjBDslQt7v2vm_ntow	1	2237	-806	NULL	NULL	NULL	44	NULL	-22	38.934177	-77.039916
3182	45	OnZlYjBDslQt7v2vm_ntow	1	2237	-1066	NULL	NULL	NULL	44	NULL	-22	38.934177	-77.039916
3182	45	OnZlYjBDslQt7v2vm_ntow	1	1613	-1066	NULL	NULL	NULL	44	NULL	-22	38.934177	-77.039916
3183	45	OnZlYjBDslQt7v2vm_ntow	1	12260	-1742	NULL	NULL	NULL	332	NULL	-47	38.934177	-77.039916
3183	45	OnZlYjBDslQt7v2vm_ntow	1	12923	-1742	NULL	NULL	NULL	332	NULL	-47	38.934177	-77.039916
3183	45	OnZlYjBDslQt7v2vm_ntow	1	12923	-2015	NULL	NULL	NULL	332	NULL	-47	38.934177	-77.039916
3183	45	OnZlYjBDslQt7v2vm_ntow	1	12260	-2015	NULL	NULL	NULL	332	NULL	-47	38.934177	-77.039916
3184	45	OnZlYjBDslQt7v2vm_ntow	1	2289	-1313	NULL	NULL	NULL	62	NULL	-36	38.934177	-77.039916
3184	45	OnZlYjBDslQt7v2vm_ntow	1	2952	-1313	NULL	NULL	NULL	62	NULL	-36	38.934177	-77.039916
3184	45	OnZlYjBDslQt7v2vm_ntow	1	2952	-1586	NULL	NULL	NULL	62	NULL	-36	38.934177	-77.039916
3184	45	OnZlYjBDslQt7v2vm_ntow	1	2289	-1586	NULL	NULL	NULL	62	NULL	-36	38.934177	-77.039916
3185	45	OnZlYjBDslQt7v2vm_ntow	1	2133	-858	NULL	NULL	NULL	58	NULL	-23	38.934177	-77.039916
3185	45	OnZlYjBDslQt7v2vm_ntow	1	2757	-858	NULL	NULL	NULL	58	NULL	-23	38.934177	-77.039916
3185	45	OnZlYjBDslQt7v2vm_ntow	1	2757	-1118	NULL	NULL	NULL	58	NULL	-23	38.934177	-77.039916
3185	45	OnZlYjBDslQt7v2vm_ntow	1	2133	-1118	NULL	NULL	NULL	58	NULL	-23	38.934177	-77.039916
3186	45	OnZlYjBDslQt7v2vm_ntow	1	11649	-1352	NULL	NULL	NULL	315	NULL	-37	38.934177	-77.039916
3186	45	OnZlYjBDslQt7v2vm_ntow	1	12247	-1352	NULL	NULL	NULL	315	NULL	-37	38.934177	-77.039916
3186	45	OnZlYjBDslQt7v2vm_ntow	1	12247	-1599	NULL	NULL	NULL	315	NULL	-37	38.934177	-77.039916
3186	45	OnZlYjBDslQt7v2vm_ntow	1	11649	-1599	NULL	NULL	NULL	315	NULL	-37	38.934177	-77.039916
3187	45	OnZlYjBDslQt7v2vm_ntow	1	10128	-884	NULL	NULL	NULL	274	NULL	-24	38.934177	-77.039916
3187	45	OnZlYjBDslQt7v2vm_ntow	1	10726	-884	NULL	NULL	NULL	274	NULL	-24	38.934177	-77.039916
3187	45	OnZlYjBDslQt7v2vm_ntow	1	10726	-1131	NULL	NULL	NULL	274	NULL	-24	38.934177	-77.039916
3187	45	OnZlYjBDslQt7v2vm_ntow	1	10128	-1131	NULL	NULL	NULL	274	NULL	-24	38.934177	-77.039916
3188	45	OnZlYjBDslQt7v2vm_ntow	1	8555	-1092	NULL	NULL	NULL	231	NULL	-30	38.934177	-77.039916
3188	45	OnZlYjBDslQt7v2vm_ntow	1	9153	-1092	NULL	NULL	NULL	231	NULL	-30	38.934177	-77.039916
3188	45	OnZlYjBDslQt7v2vm_ntow	1	9153	-1339	NULL	NULL	NULL	231	NULL	-30	38.934177	-77.039916
3188	45	OnZlYjBDslQt7v2vm_ntow	1	8555	-1339	NULL	NULL	NULL	231	NULL	-30	38.934177	-77.039916
3189	45	OnZlYjBDslQt7v2vm_ntow	1	13014	-1560	NULL	NULL	NULL	352	NULL	-42	38.934177	-77.039916
3189	45	OnZlYjBDslQt7v2vm_ntow	1	300	-1560	NULL	NULL	NULL	352	NULL	-42	38.934177	-77.039916
3189	45	OnZlYjBDslQt7v2vm_ntow	1	300	-1807	NULL	NULL	NULL	352	NULL	-42	38.934177	-77.039916
3189	45	OnZlYjBDslQt7v2vm_ntow	1	13014	-1807	NULL	NULL	NULL	352	NULL	-42	38.934177	-77.039916
3190	45	OnZlYjBDslQt7v2vm_ntow	1	5708	-1430	NULL	NULL	NULL	154	NULL	-39	38.934177	-77.039916
3190	45	OnZlYjBDslQt7v2vm_ntow	1	6371	-1430	NULL	NULL	NULL	154	NULL	-39	38.934177	-77.039916
3190	45	OnZlYjBDslQt7v2vm_ntow	1	6371	-1703	NULL	NULL	NULL	154	NULL	-39	38.934177	-77.039916
3190	45	OnZlYjBDslQt7v2vm_ntow	1	5708	-1703	NULL	NULL	NULL	154	NULL	-39	38.934177	-77.039916
3411	46	ZEmHnNTVxsFhWolRLrT55w	1	625	-715	NULL	NULL	NULL	17	NULL	-19	38.899819	-77.029565
3411	46	ZEmHnNTVxsFhWolRLrT55w	1	1353	-715	NULL	NULL	NULL	17	NULL	-19	38.899819	-77.029565
3411	46	ZEmHnNTVxsFhWolRLrT55w	1	1353	-1014	NULL	NULL	NULL	17	NULL	-19	38.899819	-77.029565
3411	46	ZEmHnNTVxsFhWolRLrT55w	1	625	-1014	NULL	NULL	NULL	17	NULL	-19	38.899819	-77.029565
3412	46	ZEmHnNTVxsFhWolRLrT55w	1	8477	-403	NULL	NULL	NULL	229	NULL	-11	38.899819	-77.029565
3412	46	ZEmHnNTVxsFhWolRLrT55w	1	9075	-403	NULL	NULL	NULL	229	NULL	-11	38.899819	-77.029565
3412	46	ZEmHnNTVxsFhWolRLrT55w	1	9075	-650	NULL	NULL	NULL	229	NULL	-11	38.899819	-77.029565
3412	46	ZEmHnNTVxsFhWolRLrT55w	1	8477	-650	NULL	NULL	NULL	229	NULL	-11	38.899819	-77.029565
3413	46	ZEmHnNTVxsFhWolRLrT55w	1	7333	-416	NULL	NULL	NULL	198	NULL	-11	38.899819	-77.029565
3413	46	ZEmHnNTVxsFhWolRLrT55w	1	7996	-416	NULL	NULL	NULL	198	NULL	-11	38.899819	-77.029565
3413	46	ZEmHnNTVxsFhWolRLrT55w	1	7996	-689	NULL	NULL	NULL	198	NULL	-11	38.899819	-77.029565
3413	46	ZEmHnNTVxsFhWolRLrT55w	1	7333	-689	NULL	NULL	NULL	198	NULL	-11	38.899819	-77.029565
3414	46	ZEmHnNTVxsFhWolRLrT55w	1	5175	-104	NULL	NULL	NULL	140	NULL	-3	38.899819	-77.029565
3414	46	ZEmHnNTVxsFhWolRLrT55w	1	5773	-104	NULL	NULL	NULL	140	NULL	-3	38.899819	-77.029565
3414	46	ZEmHnNTVxsFhWolRLrT55w	1	5773	-351	NULL	NULL	NULL	140	NULL	-3	38.899819	-77.029565
3414	46	ZEmHnNTVxsFhWolRLrT55w	1	5175	-351	NULL	NULL	NULL	140	NULL	-3	38.899819	-77.029565
3415	46	ZEmHnNTVxsFhWolRLrT55w	1	2042	-338	NULL	NULL	NULL	55	NULL	-9	38.899819	-77.029565
3415	46	ZEmHnNTVxsFhWolRLrT55w	1	2744	-338	NULL	NULL	NULL	55	NULL	-9	38.899819	-77.029565
3415	46	ZEmHnNTVxsFhWolRLrT55w	1	2744	-624	NULL	NULL	NULL	55	NULL	-9	38.899819	-77.029565
3415	46	ZEmHnNTVxsFhWolRLrT55w	1	2042	-624	NULL	NULL	NULL	55	NULL	-9	38.899819	-77.029565
3416	46	ZEmHnNTVxsFhWolRLrT55w	1	8568	-533	NULL	NULL	NULL	232	NULL	-14	38.899819	-77.029565
3416	46	ZEmHnNTVxsFhWolRLrT55w	1	9296	-533	NULL	NULL	NULL	232	NULL	-14	38.899819	-77.029565
3416	46	ZEmHnNTVxsFhWolRLrT55w	1	9296	-832	NULL	NULL	NULL	232	NULL	-14	38.899819	-77.029565
3416	46	ZEmHnNTVxsFhWolRLrT55w	1	8568	-832	NULL	NULL	NULL	232	NULL	-14	38.899819	-77.029565
3417	46	ZEmHnNTVxsFhWolRLrT55w	1	534	-520	NULL	NULL	NULL	14	NULL	-14	38.899819	-77.029565
3417	46	ZEmHnNTVxsFhWolRLrT55w	1	1158	-520	NULL	NULL	NULL	14	NULL	-14	38.899819	-77.029565
3417	46	ZEmHnNTVxsFhWolRLrT55w	1	1158	-780	NULL	NULL	NULL	14	NULL	-14	38.899819	-77.029565
3417	46	ZEmHnNTVxsFhWolRLrT55w	1	534	-780	NULL	NULL	NULL	14	NULL	-14	38.899819	-77.029565
3418	46	ZEmHnNTVxsFhWolRLrT55w	1	5682	-260	NULL	NULL	NULL	154	NULL	-7	38.899819	-77.029565
3418	46	ZEmHnNTVxsFhWolRLrT55w	1	6280	-260	NULL	NULL	NULL	154	NULL	-7	38.899819	-77.029565
3418	46	ZEmHnNTVxsFhWolRLrT55w	1	6280	-507	NULL	NULL	NULL	154	NULL	-7	38.899819	-77.029565
3418	46	ZEmHnNTVxsFhWolRLrT55w	1	5682	-507	NULL	NULL	NULL	154	NULL	-7	38.899819	-77.029565
3419	46	ZEmHnNTVxsFhWolRLrT55w	1	11324	-1521	NULL	NULL	NULL	306	NULL	-41	38.899819	-77.029565
3419	46	ZEmHnNTVxsFhWolRLrT55w	1	11948	-1521	NULL	NULL	NULL	306	NULL	-41	38.899819	-77.029565
3419	46	ZEmHnNTVxsFhWolRLrT55w	1	11948	-1781	NULL	NULL	NULL	306	NULL	-41	38.899819	-77.029565
3419	46	ZEmHnNTVxsFhWolRLrT55w	1	11324	-1781	NULL	NULL	NULL	306	NULL	-41	38.899819	-77.029565
3420	46	ZEmHnNTVxsFhWolRLrT55w	1	12208	-338	NULL	NULL	NULL	330	NULL	-9	38.899819	-77.029565
3420	46	ZEmHnNTVxsFhWolRLrT55w	1	12910	-338	NULL	NULL	NULL	330	NULL	-9	38.899819	-77.029565
3420	46	ZEmHnNTVxsFhWolRLrT55w	1	12910	-624	NULL	NULL	NULL	330	NULL	-9	38.899819	-77.029565
